month;hour;holiday;weekday;workingday;weather;temperature;humidity;windspeed;count;set
10;2;0.0;6;False;0;12.68;77.0;7.0;78;train
2;6;0.0;6;False;0;2.34;87.0;9.0;5;train
8;9;0.0;5;True;1;25.84;58.0;0.0;389;train
2;21;0.0;3;True;3;11.74;88.0;11.0;39;train
4;20;0.0;5;True;0;15.5;29.0;9.0;286;train
8;1;0.0;4;True;0;22.08;73.0;0.0;21;train
5;7;1.0;1;False;0;21.14;78.0;7.0;67;train
4;1;0.0;4;True;0;14.56;27.0;22.0;13;train
4;2;0.0;6;False;0;8.92;43.0;11.0;57;train
4;16;0.0;1;True;0;18.32;60.0;13.0;347;train
5;13;0.0;2;True;0;30.54;52.0;26.0;239;train
8;0;0.0;3;True;0;24.9;84.0;0.0;58;train
3;22;0.0;3;True;0;16.44;55.0;9.0;202;train
10;4;0.0;2;True;3;8.92;87.0;11.0;7;train
3;8;0.0;6;False;0;2.34;44.0;20.0;111;train
7;12;0.0;5;True;0;31.48;49.0;24.0;299;train
5;3;0.0;2;True;1;15.5;77.0;0.0;3;train
4;2;0.0;0;False;0;12.68;24.0;15.0;32;train
3;17;0.0;3;True;0;18.32;43.0;33.0;612;train
8;10;0.0;6;False;0;30.54;57.0;13.0;396;train
9;22;0.0;5;True;0;21.14;83.0;13.0;229;train
8;12;0.0;0;False;0;26.78;42.0;13.0;505;train
7;10;0.0;6;False;1;25.84;70.0;6.0;401;train
5;18;0.0;4;True;0;23.02;27.0;11.0;868;train
3;4;0.0;4;True;1;14.56;100.0;6.0;6;train
5;0;0.0;2;True;1;18.32;88.0;9.0;32;train
4;18;0.0;0;False;0;20.2;26.0;19.0;487;train
12;3;0.0;1;True;0;1.4;75.0;0.0;3;train
7;23;0.0;0;False;3;28.66;52.0;11.0;110;train
2;6;0.0;3;True;1;5.16;75.0;6.0;104;train
9;13;0.0;0;False;0;23.96;39.0;0.0;729;train
2;17;0.0;5;True;0;10.8;37.0;6.0;488;train
2;13;0.0;5;True;0;10.8;43.0;24.0;205;train
5;19;0.0;5;True;0;22.08;23.0;17.0;503;train
9;0;0.0;0;False;0;15.5;59.0;0.0;147;train
4;15;0.0;6;False;0;11.74;41.0;15.0;408;train
8;16;0.0;2;True;0;30.54;43.0;15.0;458;train
7;14;0.0;3;True;0;36.18;38.0;22.0;170;train
6;6;0.0;2;True;0;16.44;52.0;20.0;188;train
3;11;0.0;6;False;1;10.8;87.0;6.0;214;train
5;17;1.0;1;False;0;30.54;56.0;20.0;405;train
10;5;0.0;2;True;0;11.74;67.0;17.0;52;train
11;22;0.0;3;True;0;5.16;61.0;0.0;173;train
10;1;0.0;3;True;1;21.14;94.0;0.0;19;train
7;17;0.0;3;True;0;29.6;31.0;15.0;830;train
3;12;0.0;6;False;0;18.32;68.0;11.0;651;train
9;0;0.0;0;False;1;18.32;73.0;13.0;124;train
10;18;0.0;6;False;1;18.32;64.0;19.0;456;train
3;9;0.0;6;False;1;16.44;83.0;9.0;249;train
2;20;0.0;6;False;0;12.68;44.0;11.0;148;train
11;5;0.0;1;True;1;6.1;52.0;22.0;39;train
9;0;0.0;4;True;1;24.9;84.0;6.0;65;train
2;0;0.0;3;True;0;7.04;66.0;15.0;24;train
6;11;0.0;3;True;0;21.14;43.0;6.0;226;train
3;20;0.0;0;False;0;14.56;77.0;15.0;259;train
3;9;0.0;4;True;0;13.62;77.0;17.0;286;train
3;1;0.0;0;False;1;9.86;34.0;13.0;76;train
5;5;0.0;0;False;0;21.14;83.0;13.0;7;train
12;13;0.0;5;True;1;8.92;66.0;9.0;220;train
5;15;0.0;3;True;1;24.9;61.0;0.0;257;train
3;15;0.0;6;False;0;7.98;25.0;0.0;406;train
1;23;0.0;5;True;0;8.92;50.0;0.0;101;train
8;21;0.0;2;True;0;26.78;62.0;15.0;308;train
12;5;0.0;4;True;1;4.22;56.0;11.0;33;train
8;10;0.0;4;True;0;29.6;55.0;15.0;205;train
3;18;0.0;3;True;0;18.32;40.0;31.0;544;train
8;7;0.0;3;True;1;24.9;84.0;11.0;482;train
10;17;0.0;5;True;1;18.32;76.0;13.0;817;train
11;5;0.0;3;True;0;5.16;87.0;7.0;29;train
10;0;0.0;3;True;0;17.38;73.0;6.0;46;train
12;17;0.0;4;True;0;7.04;42.0;7.0;550;train
3;3;0.0;3;True;0;14.56;72.0;13.0;4;train
10;7;0.0;3;True;0;8.92;81.0;7.0;464;train
7;21;0.0;3;True;0;27.72;62.0;0.0;319;train
12;21;0.0;5;True;0;6.1;75.0;11.0;172;train
5;3;0.0;5;True;1;21.14;88.0;7.0;14;train
12;16;0.0;2;True;0;12.68;41.0;31.0;363;train
6;8;0.0;5;True;0;27.72;55.0;9.0;613;train
12;8;0.0;4;True;0;3.28;60.0;13.0;679;train
4;5;0.0;1;True;0;10.8;76.0;33.0;24;train
7;8;0.0;4;True;0;27.72;58.0;17.0;657;train
7;17;0.0;5;True;0;32.42;41.0;19.0;699;train
1;17;0.0;0;False;0;8.92;21.0;28.0;234;train
9;20;0.0;5;True;0;21.14;69.0;13.0;369;train
5;8;0.0;6;False;0;22.08;78.0;9.0;141;train
4;13;0.0;6;False;0;15.5;22.0;13.0;643;train
9;15;0.0;2;True;0;24.9;28.0;7.0;326;train
7;23;0.0;5;True;1;25.84;45.0;9.0;212;train
2;7;0.0;2;True;1;3.28;60.0;6.0;280;train
1;16;0.0;5;True;0;5.16;30.0;31.0;233;train
9;17;0.0;4;True;0;22.08;50.0;15.0;976;train
2;14;0.0;2;True;1;7.04;53.0;26.0;124;train
5;6;0.0;3;True;0;18.32;88.0;7.0;160;train
8;20;0.0;0;False;0;22.08;89.0;11.0;211;train
10;3;0.0;2;True;1;17.38;88.0;13.0;5;train
3;23;0.0;6;False;1;12.68;94.0;19.0;105;train
4;21;0.0;2;True;0;17.38;45.0;0.0;243;train
4;15;0.0;1;True;1;8.92;62.0;26.0;112;train
2;6;0.0;3;True;0;6.1;61.0;9.0;95;train
11;2;0.0;3;True;0;5.16;87.0;7.0;8;train
2;17;0.0;3;True;0;11.74;38.0;13.0;487;train
11;22;0.0;0;False;0;3.28;60.0;0.0;62;train
8;7;0.0;0;False;0;26.78;74.0;20.0;68;train
1;22;0.0;1;True;1;1.4;92.0;7.0;62;train
1;8;0.0;5;True;0;3.28;70.0;9.0;447;train
8;20;0.0;5;True;1;25.84;58.0;15.0;359;train
5;4;0.0;5;True;1;21.14;88.0;0.0;9;train
12;13;0.0;1;True;0;19.26;56.0;6.0;321;train
6;18;0.0;5;True;1;29.6;55.0;13.0;505;train
2;7;0.0;4;True;0;1.4;69.0;17.0;267;train
11;5;0.0;2;True;1;6.1;81.0;15.0;31;train
2;13;0.0;3;True;1;5.16;61.0;7.0;126;train
2;15;0.0;0;False;0;-0.48;40.0;37.0;155;train
9;3;0.0;2;True;0;14.56;67.0;9.0;8;train
6;15;0.0;4;True;0;35.24;33.0;11.0;194;train
9;18;0.0;0;False;0;26.78;74.0;0.0;500;train
12;3;0.0;1;True;0;9.86;87.0;0.0;8;train
5;6;0.0;2;True;3;18.32;88.0;7.0;137;train
4;9;0.0;1;True;1;6.1;75.0;26.0;272;train
10;4;0.0;1;True;0;9.86;66.0;0.0;7;train
9;5;0.0;6;False;0;23.96;79.0;0.0;22;train
4;1;0.0;0;False;1;17.38;56.0;11.0;106;train
4;15;1.0;1;False;0;29.6;33.0;30.0;275;train
5;9;0.0;2;True;1;19.26;88.0;6.0;355;train
1;21;0.0;5;True;0;7.98;53.0;35.0;135;train
2;8;0.0;4;True;0;1.4;64.0;17.0;484;train
4;12;0.0;4;True;0;12.68;33.0;0.0;276;train
4;10;0.0;5;True;0;12.68;38.0;28.0;236;train
12;14;0.0;0;False;1;9.86;76.0;9.0;310;train
8;4;0.0;0;False;0;25.84;74.0;17.0;14;train
11;8;0.0;0;False;0;7.04;87.0;7.0;119;train
7;15;0.0;2;True;0;27.72;62.0;9.0;144;train
7;9;1.0;3;False;0;27.72;52.0;0.0;293;train
6;2;0.0;2;True;3;16.44;72.0;20.0;8;train
10;2;0.0;3;True;0;9.86;76.0;0.0;16;train
11;17;0.0;1;True;1;11.74;58.0;13.0;619;train
2;12;0.0;6;False;0;7.04;29.0;44.0;258;train
12;13;0.0;1;True;1;4.22;44.0;11.0;203;train
9;11;0.0;5;True;1;23.02;69.0;0.0;361;train
9;2;0.0;0;False;0;14.56;63.0;0.0;92;train
11;8;0.0;3;True;0;5.16;56.0;20.0;691;train
12;5;0.0;2;True;3;7.98;71.0;22.0;41;train
2;23;0.0;2;True;0;7.04;57.0;9.0;51;train
8;3;0.0;3;True;0;24.9;84.0;0.0;7;train
9;6;0.0;1;True;0;14.56;82.0;0.0;164;train
3;0;0.0;5;True;0;18.32;83.0;0.0;95;train
5;13;0.0;0;False;1;20.2;64.0;0.0;565;train
1;13;0.0;0;False;1;-0.48;80.0;9.0;199;train
8;9;0.0;4;True;0;27.72;66.0;7.0;343;train
1;17;0.0;1;True;1;3.28;96.0;7.0;276;train
6;8;0.0;4;True;0;16.44;77.0;0.0;681;train
9;22;0.0;3;True;0;18.32;64.0;6.0;212;train
4;20;0.0;0;False;0;22.08;50.0;15.0;291;train
3;18;0.0;2;True;0;7.98;42.0;22.0;457;train
9;11;0.0;6;False;0;22.08;38.0;26.0;627;train
8;16;0.0;3;True;3;26.78;55.0;15.0;460;train
1;0;0.0;4;True;1;2.34;47.0;13.0;14;train
10;15;0.0;3;True;0;11.74;54.0;11.0;230;train
7;3;0.0;4;True;0;22.08;69.0;7.0;10;train
6;21;0.0;4;True;0;21.14;41.0;22.0;313;train
8;20;0.0;0;False;0;24.9;84.0;7.0;193;train
6;16;0.0;5;True;0;25.84;37.0;13.0;558;train
11;10;0.0;0;False;0;7.98;49.0;13.0;360;train
1;0;0.0;5;True;1;10.8;82.0;17.0;38;train
4;18;0.0;3;True;0;20.2;20.0;19.0;709;train
9;0;0.0;2;True;1;24.9;84.0;17.0;29;train
4;13;0.0;1;True;3;7.98;66.0;26.0;107;train
3;10;0.0;5;True;0;8.92;50.0;11.0;132;train
1;18;1.0;1;False;0;4.22;52.0;22.0;181;train
10;12;0.0;0;False;0;21.14;46.0;22.0;562;train
11;22;0.0;5;True;0;6.1;75.0;0.0;163;train
1;16;0.0;3;True;0;7.98;53.0;11.0;246;train
5;3;0.0;1;True;0;15.5;77.0;13.0;5;train
10;23;0.0;1;True;0;13.62;82.0;7.0;163;train
8;13;0.0;2;True;0;29.6;46.0;6.0;286;train
12;3;0.0;5;True;1;3.28;60.0;11.0;2;train
12;20;0.0;5;True;3;9.86;76.0;7.0;241;train
5;8;0.0;6;False;0;19.26;83.0;6.0;197;train
1;22;0.0;5;True;0;8.92;50.0;13.0;135;train
9;2;0.0;1;True;1;13.62;63.0;9.0;8;train
2;3;0.0;0;False;3;3.28;87.0;6.0;17;train
2;5;0.0;4;True;3;10.8;82.0;0.0;19;train
10;11;0.0;0;False;1;11.74;71.0;7.0;336;train
7;2;0.0;2;True;0;25.84;58.0;0.0;10;train
7;19;0.0;3;True;0;26.78;48.0;15.0;633;train
10;7;0.0;4;True;1;22.08;89.0;6.0;391;train
12;5;0.0;5;True;1;3.28;60.0;6.0;15;train
4;11;0.0;0;False;3;9.86;87.0;20.0;77;train
11;12;0.0;2;True;1;11.74;67.0;0.0;313;train
9;6;0.0;2;True;1;23.96;89.0;7.0;172;train
3;0;0.0;3;True;0;17.38;60.0;7.0;39;train
12;13;0.0;6;False;1;7.98;76.0;0.0;509;train
10;2;1.0;1;False;0;7.98;81.0;13.0;15;train
1;2;0.0;5;True;0;11.74;94.0;9.0;13;train
6;14;0.0;6;False;0;22.08;38.0;20.0;647;train
10;4;0.0;3;True;1;20.2;100.0;0.0;11;train
6;17;0.0;0;False;0;24.9;34.0;17.0;578;train
11;20;0.0;1;True;0;7.04;49.0;17.0;241;train
11;4;0.0;2;True;1;8.92;81.0;26.0;9;train
1;9;0.0;2;True;3;7.04;81.0;17.0;68;train
5;0;0.0;0;False;0;19.26;53.0;7.0;170;train
12;14;0.0;2;True;1;19.26;56.0;15.0;270;train
9;16;0.0;4;True;0;25.84;39.0;6.0;491;train
9;7;0.0;0;False;0;13.62;59.0;15.0;57;train
7;7;0.0;1;True;3;23.02;83.0;15.0;230;train
4;22;0.0;6;False;0;14.56;82.0;20.0;110;train
4;11;0.0;2;True;0;20.2;33.0;28.0;239;train
5;7;0.0;6;False;0;11.74;71.0;9.0;67;train
11;3;1.0;4;False;0;3.28;75.0;7.0;6;train
10;11;0.0;6;False;0;18.32;64.0;19.0;585;train
9;10;0.0;3;True;1;27.72;70.0;11.0;235;train
9;0;0.0;5;True;0;17.38;68.0;0.0;66;train
11;4;0.0;1;True;0;2.34;69.0;0.0;10;train
2;2;0.0;5;True;0;6.1;52.0;15.0;6;train
12;3;0.0;3;True;0;4.22;60.0;9.0;10;train
5;0;0.0;0;False;1;18.32;83.0;9.0;134;train
12;8;0.0;0;False;3;10.8;87.0;11.0;69;train
7;10;0.0;4;True;0;32.42;44.0;24.0;186;train
3;4;0.0;0;False;1;11.74;94.0;11.0;14;train
11;16;0.0;0;False;0;6.1;39.0;15.0;228;train
6;2;0.0;2;True;1;23.96;65.0;13.0;6;train
7;3;0.0;4;True;0;23.02;69.0;15.0;8;train
10;18;0.0;5;True;0;18.32;83.0;7.0;233;train
11;22;0.0;6;False;0;7.04;57.0;7.0;146;train
9;21;0.0;2;True;0;26.78;74.0;17.0;268;train
5;2;0.0;0;False;0;18.32;52.0;0.0;98;train
11;16;0.0;2;True;0;7.98;46.0;11.0;402;train
12;0;0.0;0;False;1;10.8;87.0;9.0;118;train
9;4;0.0;0;False;0;16.44;77.0;17.0;28;train
5;9;0.0;3;True;1;21.14;69.0;13.0;305;train
6;11;0.0;2;True;3;23.02;83.0;24.0;65;train
5;7;0.0;3;True;0;18.32;83.0;0.0;440;train
9;15;0.0;0;False;0;20.2;33.0;15.0;640;train
7;8;0.0;6;False;1;19.26;83.0;17.0;112;train
8;4;0.0;6;False;1;23.02;69.0;7.0;12;train
12;23;0.0;2;True;0;14.56;67.0;17.0;96;train
12;15;0.0;0;False;1;9.86;82.0;7.0;338;train
8;7;0.0;5;True;3;22.08;89.0;7.0;133;train
12;6;0.0;3;True;3;14.56;55.0;26.0;124;train
9;3;0.0;3;True;0;24.9;79.0;19.0;4;train
4;12;0.0;2;True;0;14.56;29.0;26.0;224;train
10;22;0.0;6;False;0;12.68;62.0;9.0;185;train
5;4;0.0;6;False;0;12.68;67.0;7.0;9;train
12;18;0.0;0;False;1;3.28;44.0;20.0;125;train
4;1;0.0;2;True;0;9.86;46.0;15.0;11;train
3;14;0.0;5;True;3;10.8;54.0;0.0;229;train
11;4;0.0;6;False;0;4.22;41.0;30.0;3;train
12;10;0.0;6;False;1;5.16;89.0;11.0;256;train
12;12;0.0;5;True;1;7.04;39.0;24.0;224;train
10;22;0.0;4;True;1;17.38;83.0;6.0;207;train
11;23;0.0;4;True;1;7.04;61.0;11.0;125;train
11;12;0.0;0;False;0;9.86;46.0;15.0;504;train
8;20;0.0;6;False;0;24.9;45.0;7.0;341;train
4;21;0.0;5;True;0;18.32;68.0;9.0;287;train
11;6;0.0;4;True;0;6.1;39.0;15.0;124;train
12;10;0.0;2;True;0;13.62;82.0;13.0;156;train
1;9;0.0;4;True;1;2.34;69.0;0.0;227;train
3;4;0.0;3;True;1;15.5;88.0;9.0;4;train
3;16;0.0;3;True;0;25.84;25.0;13.0;356;train
7;9;0.0;0;False;0;30.54;56.0;0.0;219;train
11;13;0.0;2;True;0;7.98;46.0;9.0;278;train
8;3;0.0;4;True;0;21.14;83.0;6.0;9;train
4;9;0.0;5;True;0;11.74;41.0;11.0;330;train
12;20;0.0;0;False;1;11.74;82.0;13.0;154;train
5;15;0.0;0;False;0;28.66;52.0;19.0;535;train
12;21;0.0;3;True;1;6.1;52.0;17.0;202;train
11;19;0.0;2;True;0;6.1;56.0;15.0;371;train
10;4;0.0;6;False;0;12.68;72.0;0.0;18;train
4;5;0.0;5;True;0;11.74;44.0;24.0;19;train
3;13;0.0;4;True;1;23.02;41.0;6.0;273;train
5;19;0.0;2;True;1;22.08;69.0;19.0;458;train
1;3;0.0;4;True;0;1.4;61.0;0.0;4;train
8;2;0.0;0;False;0;26.78;70.0;20.0;73;train
12;3;0.0;6;False;1;8.92;93.0;7.0;29;train
1;16;0.0;1;True;0;7.98;25.0;13.0;221;train
8;4;0.0;6;False;0;21.14;73.0;15.0;13;train
4;8;0.0;0;False;0;9.86;76.0;9.0;107;train
11;5;0.0;4;True;0;7.98;66.0;9.0;40;train
2;9;0.0;6;False;3;2.34;75.0;22.0;122;train
11;21;0.0;6;False;0;3.28;44.0;13.0;75;train
10;11;0.0;4;True;1;18.32;56.0;15.0;268;train
8;4;0.0;2;True;1;23.96;83.0;13.0;5;train
6;19;0.0;4;True;0;33.36;39.0;15.0;499;train
8;10;0.0;1;True;0;26.78;70.0;15.0;213;train
11;10;0.0;1;True;0;7.04;49.0;19.0;142;train
11;5;0.0;5;True;0;3.28;81.0;0.0;10;train
12;21;0.0;6;False;1;8.92;100.0;0.0;209;train
11;12;0.0;0;False;0;10.8;62.0;19.0;442;train
2;14;0.0;1;True;0;10.8;35.0;11.0;140;train
1;4;0.0;0;False;0;3.28;30.0;0.0;5;train
6;22;0.0;5;True;3;20.2;88.0;9.0;23;train
7;2;0.0;0;False;0;25.84;74.0;6.0;90;train
5;2;0.0;4;True;0;20.2;88.0;0.0;16;train
3;8;0.0;1;True;0;13.62;88.0;7.0;579;train
9;8;1.0;1;False;1;24.9;84.0;7.0;127;train
10;6;0.0;2;True;0;10.8;82.0;6.0;158;train
1;6;0.0;1;True;1;2.34;60.0;9.0;88;train
12;12;0.0;5;True;1;6.1;49.0;9.0;222;train
1;21;0.0;3;True;3;7.98;87.0;15.0;29;train
4;18;0.0;6;False;1;23.96;47.0;33.0;416;train
6;11;0.0;1;True;0;22.08;38.0;33.0;239;train
8;16;0.0;1;True;0;29.6;55.0;17.0;444;train
11;18;0.0;0;False;0;4.22;44.0;11.0;141;train
5;0;0.0;2;True;1;15.5;59.0;13.0;35;train
5;17;0.0;3;True;0;25.84;51.0;13.0;873;train
4;4;0.0;5;True;0;11.74;44.0;17.0;6;train
3;16;0.0;6;False;3;15.5;94.0;20.0;177;train
8;3;0.0;6;False;0;25.84;84.0;9.0;30;train
4;0;0.0;2;True;0;23.02;54.0;13.0;43;train
2;15;0.0;3;True;0;15.5;31.0;28.0;195;train
11;13;0.0;5;True;0;13.62;38.0;19.0;424;train
10;21;0.0;5;True;1;17.38;77.0;9.0;292;train
12;17;0.0;1;True;1;4.22;48.0;6.0;164;train
8;23;0.0;5;True;0;25.84;70.0;19.0;192;train
6;15;0.0;6;False;0;31.48;20.0;20.0;555;train
4;14;0.0;0;False;3;9.86;87.0;22.0;53;train
12;0;0.0;1;True;3;8.92;100.0;6.0;20;train
11;6;0.0;3;True;0;5.16;87.0;6.0;101;train
6;5;0.0;5;True;1;21.14;78.0;6.0;45;train
3;3;0.0;4;True;0;13.62;63.0;26.0;3;train
5;9;1.0;1;False;0;24.9;61.0;0.0;263;train
4;11;0.0;1;True;0;11.74;47.0;30.0;209;train
12;13;0.0;4;True;0;8.92;34.0;13.0;271;train
6;10;0.0;1;True;0;22.08;41.0;31.0;187;train
10;0;0.0;1;True;1;18.32;73.0;17.0;48;train
7;1;0.0;5;True;0;25.84;70.0;7.0;54;train
4;6;0.0;1;True;0;11.74;26.0;15.0;111;train
1;4;0.0;3;True;0;7.98;46.0;35.0;1;train
2;15;0.0;6;False;0;7.04;29.0;28.0;232;train
2;19;0.0;6;False;3;4.22;87.0;9.0;80;train
12;22;1.0;2;False;1;6.1;70.0;11.0;19;train
5;16;0.0;3;True;0;22.08;65.0;11.0;367;train
11;15;0.0;0;False;0;18.32;37.0;15.0;724;train
2;12;0.0;3;True;0;9.86;46.0;26.0;163;train
3;4;0.0;5;True;0;7.98;53.0;6.0;2;train
12;16;0.0;1;True;0;20.2;53.0;9.0;442;train
11;23;1.0;1;False;1;17.38;77.0;15.0;63;train
12;12;0.0;4;True;0;6.1;49.0;31.0;109;train
7;23;0.0;3;True;1;24.9;58.0;17.0;152;train
9;10;0.0;2;True;0;21.14;38.0;0.0;196;train
9;18;0.0;2;True;0;22.08;36.0;11.0;877;train
2;10;0.0;6;False;0;3.28;87.0;7.0;224;train
3;7;0.0;5;True;1;10.8;87.0;13.0;278;train
7;3;0.0;5;True;1;23.02;89.0;7.0;36;train
3;23;0.0;1;True;0;18.32;56.0;15.0;63;train
2;16;0.0;1;True;0;17.38;26.0;30.0;286;train
1;13;0.0;1;True;3;2.34;93.0;6.0;37;train
6;18;0.0;4;True;0;32.42;25.0;15.0;697;train
4;8;0.0;4;True;1;11.74;82.0;7.0;677;train
1;1;0.0;4;True;0;1.4;51.0;6.0;5;train
4;18;0.0;1;True;0;17.38;34.0;20.0;646;train
7;7;0.0;4;True;0;24.9;74.0;17.0;495;train
9;1;0.0;4;True;0;20.2;78.0;6.0;21;train
5;7;0.0;6;False;0;13.62;67.0;7.0;95;train
9;16;0.0;1;True;0;23.02;34.0;22.0;488;train
6;10;0.0;6;False;0;33.36;30.0;17.0;404;train
12;13;0.0;0;False;1;9.86;76.0;13.0;356;train
5;23;0.0;0;False;3;21.14;83.0;9.0;96;train
1;1;0.0;2;True;0;0.46;55.0;15.0;6;train
9;1;0.0;5;True;0;21.14;88.0;7.0;29;train
7;7;0.0;1;True;0;24.9;84.0;9.0;421;train
6;5;0.0;2;True;1;20.2;78.0;13.0;37;train
12;22;0.0;6;False;1;4.22;60.0;31.0;54;train
12;21;0.0;1;True;1;11.74;94.0;9.0;120;train
6;19;0.0;1;True;0;26.78;27.0;31.0;582;train
4;23;0.0;3;True;1;15.5;51.0;6.0;104;train
4;16;0.0;1;True;0;15.5;34.0;22.0;395;train
6;21;0.0;3;True;0;17.38;73.0;11.0;298;train
11;20;0.0;5;True;0;8.92;46.0;17.0;227;train
3;11;0.0;6;False;0;13.62;72.0;9.0;463;train
4;11;0.0;2;True;0;15.5;36.0;0.0;239;train
1;2;0.0;0;False;0;8.92;37.0;19.0;67;train
4;0;0.0;4;True;0;7.04;66.0;19.0;23;train
